date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:49	9427/9427	---M--	200	added ('OK')	image/gif	etag:%22680cb296-24d3%22	https://ee.yellowcat.solutions/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://ee.yellowcat.solutions/)
18:35:49	10416/10416	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2228b0-633abc00c6bee%22	http://ee.yellowcat.solutions/wp-content/themes/Divi/core/admin/fonts/modules/social/modules.eot	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/themes/Divi/core/admin/fonts/modules/social/modules.eot	(from https://ee.yellowcat.solutions/)
18:35:51	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22862e-633abc00c6036%22	http://ee.yellowcat.solutions/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	(from https://ee.yellowcat.solutions/)
18:35:51	8942/8942	---MCZ	200	added ('OK')	text/css	etag:W/%22686407a1-22ee%22	https://ee.yellowcat.solutions/wp-content/et-cache/10/et-divi-dynamic-tb-168-10.css?ver=1751386017	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/et-cache/10/et-divi-dynamic-tb-168-10ccd6.css	(from https://ee.yellowcat.solutions/)
18:35:52	80577/80577	---MCZ	200	added ('OK')	text/css	etag:W/%2268401c1b-13ac1%22	https://ee.yellowcat.solutions/wp-content/plugins/timeline-module-for-divi/styles/style.min.css?ver=1.1.2	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/plugins/timeline-module-for-divi/styles/style.mincfa9.css	(from https://ee.yellowcat.solutions/)
18:35:52	3751/3751	---MC-	200	added ('OK')	text/css	date:Wed,%2010%20Sep%202025%2015:35:52%20GMT	https://fonts.googleapis.com/css?family=Poppins:100,100italic,200,200italic,300,300italic,regular,italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&subset=latin,latin-ext&display=swap	C:/My%20Web%20Sites/eenovators-v6/fonts.googleapis.com/css7566.css	(from https://ee.yellowcat.solutions/)
18:35:53	61393/61393	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:35:53%20GMT	https://ee.yellowcat.solutions/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-json/wp/v2/pages/10.json	(from https://ee.yellowcat.solutions/)
18:35:53	243405/243405	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:35:53%20GMT	https://ee.yellowcat.solutions/wp-json/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-json/index.html	(from https://ee.yellowcat.solutions/)
18:35:53	2111/2111	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:35:53%20GMT	https://ee.yellowcat.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fee.yellowcat.solutions%2F	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-json/oembed/1.0/embedc0eb.json	(from https://ee.yellowcat.solutions/)
18:35:54	3148/3148	---M--	200	added ('OK')	image/png	etag:%22680bc1d0-c4c%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/04/robotics-05-1.png	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/04/robotics-05-1.png	(from https://ee.yellowcat.solutions/)
18:35:54	2270/2270	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:35:54%20GMT	https://ee.yellowcat.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fee.yellowcat.solutions%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-json/oembed/1.0/embed5e79	(from https://ee.yellowcat.solutions/)
18:35:54	14995/14995	---MCZ	200	added ('OK')	text/css	etag:W/%22686407a1-3a93%22	https://ee.yellowcat.solutions/wp-content/et-cache/10/et-core-unified-tb-168-deferred-10.min.css?ver=1751386017	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/et-cache/10/et-core-unified-tb-168-deferred-10.minccd6.css	(from https://ee.yellowcat.solutions/)
18:35:54	15840/15840	---M--	200	added ('OK')	image/png	etag:%22680bcb05-3de0%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/04/ee-logoAsset-1.png	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/04/ee-logoAsset-1.png	(from https://ee.yellowcat.solutions/)
18:35:59	157635/157635	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:35:55%20GMT	https://ee.yellowcat.solutions/about-us/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/about-us/index.html	(from https://ee.yellowcat.solutions/)
18:35:59	150556/150556	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:35:56%20GMT	https://ee.yellowcat.solutions/solutions/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/solutions/index.html	(from https://ee.yellowcat.solutions/)
18:36:02	6344/6344	---M--	200	added ('OK')	image/jpeg	etag:%226863e09e-18c8%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc3.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc3.jpg	(from https://ee.yellowcat.solutions/)
18:36:02	129182/129182	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:00%20GMT	https://ee.yellowcat.solutions/services/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/services/index.html	(from https://ee.yellowcat.solutions/)
18:36:05	11953/11953	---M--	200	added ('OK')	image/jpeg	etag:%226863e09f-2eb1%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc4.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc4.jpg	(from https://ee.yellowcat.solutions/)
18:36:06	148595/148595	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:03%20GMT	https://ee.yellowcat.solutions/training/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/training/index.html	(from https://ee.yellowcat.solutions/)
18:36:07	71100/71100	---M--	200	added ('OK')	image/png	etag:%226863b6fb-115bc%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/New-pyramid-eenovators.png	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/New-pyramid-eenovators.png	(from https://ee.yellowcat.solutions/)
18:36:08	5362/5362	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a1-14f2%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc6.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc6.jpg	(from https://ee.yellowcat.solutions/)
18:36:10	155452/155452	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:07%20GMT	https://ee.yellowcat.solutions/yeep-2/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/yeep-2/index.html	(from https://ee.yellowcat.solutions/)
18:36:10	7259/7259	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a2-1c5b%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc7.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc7.jpg	(from https://ee.yellowcat.solutions/)
18:36:11	122172/122172	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:08%20GMT	https://ee.yellowcat.solutions/world-energy-day/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/world-energy-day/index.html	(from https://ee.yellowcat.solutions/)
18:36:16	246172/246172	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:11%20GMT	https://ee.yellowcat.solutions/case-studies/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/case-studies/index.html	(from https://ee.yellowcat.solutions/)
18:36:17	188467/188467	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:11%20GMT	https://ee.yellowcat.solutions/contact/	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/contact/index.html	(from https://ee.yellowcat.solutions/)
18:36:17	231817/231817	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:12%20GMT	https://energyzedworld.com/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index.html	(from https://ee.yellowcat.solutions/)
18:36:19	10574/10574	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a4-294e%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc9.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc9.jpg	(from https://ee.yellowcat.solutions/)
18:36:19	8166/8166	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a5-1fe6%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc10.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc10.jpg	(from https://ee.yellowcat.solutions/)
18:36:20	9186/9186	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a6-23e2%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc11.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc11.jpg	(from https://ee.yellowcat.solutions/)
18:36:20	7030/7030	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a8-1b76%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc13.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc13.jpg	(from https://ee.yellowcat.solutions/)
18:36:20	9541/9541	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a7-2545%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc12.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc12.jpg	(from https://ee.yellowcat.solutions/)
18:36:21	5817/5817	---M--	200	added ('OK')	image/jpeg	etag:%226863e0a9-16b9%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc14.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc14.jpg	(from https://ee.yellowcat.solutions/)
18:36:22	7539/7539	---M--	200	added ('OK')	image/jpeg	etag:%226863e0aa-1d73%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc15.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc15.jpg	(from https://ee.yellowcat.solutions/)
18:36:22	5385/5385	---M--	200	added ('OK')	image/jpeg	etag:%226863e0ac-1509%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc17.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc17.jpg	(from https://ee.yellowcat.solutions/)
18:36:23	5987/5987	---M--	200	added ('OK')	image/jpeg	etag:%226863e0ad-1763%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc18.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc18.jpg	(from https://ee.yellowcat.solutions/)
18:36:23	14571/14571	---M--	200	added ('OK')	image/jpeg	etag:%226863e0ab-38eb%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc16.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc16.jpg	(from https://ee.yellowcat.solutions/)
18:36:24	6313/6313	---M--	200	added ('OK')	image/jpeg	etag:%226863e0ae-18a9%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc19.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc19.jpg	(from https://ee.yellowcat.solutions/)
18:36:24	5155/5155	---M--	200	added ('OK')	image/jpeg	etag:%226863e0af-1423%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc20.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc20.jpg	(from https://ee.yellowcat.solutions/)
18:36:25	5879/5879	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b2-16f7%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc23.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc23.jpg	(from https://ee.yellowcat.solutions/)
18:36:25	9324/9324	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b1-246c%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc22.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc22.jpg	(from https://ee.yellowcat.solutions/)
18:36:25	6740/6740	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b3-1a54%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc24.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc24.jpg	(from https://ee.yellowcat.solutions/)
18:36:26	7578/7578	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b4-1d9a%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc25.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc25.jpg	(from https://ee.yellowcat.solutions/)
18:36:26	4606/4606	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b6-11fe%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc27.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc27.jpg	(from https://ee.yellowcat.solutions/)
18:36:26	8548/8548	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b7-2164%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc28.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc28.jpg	(from https://ee.yellowcat.solutions/)
18:36:27	6822/6822	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b5-1aa6%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc26.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc26.jpg	(from https://ee.yellowcat.solutions/)
18:36:28	5973/5973	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b9-1755%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc30.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc30.jpg	(from https://ee.yellowcat.solutions/)
18:36:28	9396/9396	---M--	200	added ('OK')	image/jpeg	etag:%226863e0b8-24b4%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/cc29.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/cc29.jpg	(from https://ee.yellowcat.solutions/)
18:36:30	12491/12491	---M--	200	added ('OK')	image/jpeg	etag:%226863e0bb-30cb%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Grain-Bulk-Handlers-Limited.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Grain-Bulk-Handlers-Limited.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:30	18993/18993	---M--	200	added ('OK')	image/jpeg	etag:%226863e0ba-4a31%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Emara-Ole-Sereni-Logo.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Emara-Ole-Sereni-Logo.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:31	20734/20734	---M--	200	added ('OK')	image/jpeg	etag:%226863e0bc-50fe%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Isuzu-Logo-1.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Isuzu-Logo-1.jpg	(from https://ee.yellowcat.solutions/)
18:36:31	8799/8799	---M--	200	added ('OK')	image/jpeg	etag:%226863e0ce-225f%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Wildfire-Logo-1.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Wildfire-Logo-1.jpg	(from https://ee.yellowcat.solutions/)
18:36:33	17066/17066	---M--	200	added ('OK')	image/jpeg	etag:%226863e0cd-42aa%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/VIVO-Energy.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/VIVO-Energy.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:34	15159/15159	---M--	200	added ('OK')	image/jpeg	etag:%226863e0cc-3b37%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Universal-corporation-Limited.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Universal-corporation-Limited.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:34	14198/14198	---M--	200	added ('OK')	image/jpeg	etag:%226863e0cc-3776%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Total-New-Logo-1.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Total-New-Logo-1.jpg	(from https://ee.yellowcat.solutions/)
18:36:34	9472/9472	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c9-2500%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Tamuwa-Logo.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Tamuwa-Logo.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:37	16026/16026	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c8-3e9a%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/springboard-capital-Ltd.png.crdownload.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/springboard-capital-Ltd.png.crdownload.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:37	9845/9845	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c6-2675%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/PCEA-Hospital.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/PCEA-Hospital.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:38	322485/322485	---M--	200	added ('OK')	image/jpeg	etag:%22683f1e6f-4ebb5%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/06/hero-home-small.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/06/hero-home-small.jpg	(from https://ee.yellowcat.solutions/)
18:36:41	40405/40405	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c7-9dd5%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Rubis-Logo.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Rubis-Logo.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:41	24706/24706	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c3-6082%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/National-Cement-Logo.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/National-Cement-Logo.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:41	30957/30957	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c4-78ed%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Olivado-Logo.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Olivado-Logo.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:42	31912/31912	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c2-7ca8%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Masinde-Muliro-University-1.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Masinde-Muliro-University-1.jpg	(from https://ee.yellowcat.solutions/)
18:36:44	14314/14314	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c0-37ea%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/ktda-holdings-Ltd-KAGWE.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/ktda-holdings-Ltd-KAGWE.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:44	13000/13000	---M--	200	added ('OK')	image/jpeg	etag:%226863e0be-32c8%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/Kenya-Nut-Company.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/Kenya-Nut-Company.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:44	14419/14419	---M--	200	added ('OK')	image/jpeg	etag:%226863e0bd-3853%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/James-Finlay-Kenya-Limited.png.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/James-Finlay-Kenya-Limited.png.jpg	(from https://ee.yellowcat.solutions/)
18:36:45	33557/33557	---M--	200	added ('OK')	image/jpeg	etag:%226863e0c1-8315%22	http://ee.yellowcat.solutions/wp-content/uploads/2025/07/LBDA-Logo.jpg	C:/My%20Web%20Sites/eenovators-v6/ee.yellowcat.solutions/wp-content/uploads/2025/07/LBDA-Logo.jpg	(from https://ee.yellowcat.solutions/)
18:36:46	2141/2141	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:45%20GMT	https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8054079.882398563!2d32.60852259250824!3d0.16492521779442432!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x182780d08350900f%3A0x403b0eb0a1976dd9!2sKenya!5e1!3m2!1sen!2srs!4v1751378046907!5m2!1sen!2srs	C:/My%20Web%20Sites/eenovators-v6/www.google.com/maps/embed6e7e.html	(from https://ee.yellowcat.solutions/)
18:36:47	2123/2123	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:47%20GMT	https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4025901.7681427696!2d29.660899939357925!3d1.3722023454858017!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1771a69f6499f945%3A0x874155ce43014549!2sUganda!5e1!3m2!1sen!2srs!4v1751378101074!5m2!1sen!2srs	C:/My%20Web%20Sites/eenovators-v6/www.google.com/maps/embed4d75.html	(from https://ee.yellowcat.solutions/)
18:36:48	2346/2346	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:36:48%20GMT	https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8004935.022038998!2d29.69059065626184!3d-6.3348513677376115!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x184b51314869a111%3A0x885a17314bc1c430!2sTanzania!5e1!3m2!1sen!2srs!4v1751378153646!5m2!1sen!2srs	C:/My%20Web%20Sites/eenovators-v6/www.google.com/maps/embed409a.html	(from https://ee.yellowcat.solutions/)
